room_start	-0.205 0.557 0.000 0.000 0.000 -0.718 0.696
room_a	3.963 0.394 0.000 0.000 0.000 -0.681 0.732
room_b	8.247 0.509, 0.000 0.000 0.000 -0.679 0.734 
room_c	4.087 -3.384 0.000 0.000 0.000 -0.687 0.726
room_d	8.353 -3.465 0.000 0.00 0.000 -0.677 0.736
room_goalA	4.273 -7.618 0.000 0.000 0.000 -0.673 0.740
room_goalB	6.216 -7.360 0.00 0.000 0.000 -0.694 0.720
room_goalC	6.216 -7.360 0.00 0.000 0.000 -0.694 0.720

